id,text,aspect,sentiment
2394,Until you realize that their five minutes is meaningless and your wait may be anywhere from two to twenty minutes it may be frustrating.,wait,negative
3488,The waiters and owners were nonchalant about this and promised to call the exterminator but weren't as dismayed or apologetic as I would have expected.,waiters,negative
3488,The waiters and owners were nonchalant about this and promised to call the exterminator but weren't as dismayed or apologetic as I would have expected.,owners,negative
46,The food is above average for midtown and sligtly better than some of the other Heartland Breweries in the city.,food,positive
574,Moderate prices.,prices,neutral
2907,"service is friendly, and never had a problem walking in and getting a table.",service,positive
2907,"service is friendly, and never had a problem walking in and getting a table.",getting a table,positive
2773,Slightly above average wines start at $70+ with only one selection listed at $30+.,wines,negative
2485,"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",menu,negative
2485,"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",portions,negative
2485,"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",lentil dish,negative
2485,"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",basmati rice dish,negative
2485,"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",flavor,negative
1471,"A large is $20, and toppings are about $3 each.",toppings,neutral
1185,It's a great place to pick up a cheap lunch or dinner.,lunch,positive
1185,It's a great place to pick up a cheap lunch or dinner.,dinner,positive
1402,I love Indian food and consider myself to be quite an expert on it.,Indian food,positive
2593,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",pesto pizza,positive
2593,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",Italian cheese,positive
2593,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",thin-crust pizza,positive
2496,"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.",seat,positive
2496,"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.","currys (masaman, green, red)",positive
2496,"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.",flavor,positive
2901,"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.",food,negative
2901,"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.",atmosphere,positive
2901,"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.",entree range,positive
3698,The menu has lots of options: I hope to go back to try those potato pancakes.,menu,positive
3698,The menu has lots of options: I hope to go back to try those potato pancakes.,potato pancakes,positive
299,The service is outstanding and my crab-cake eggs benedict could not have been better.,service,positive
299,The service is outstanding and my crab-cake eggs benedict could not have been better.,crab-cake eggs benedict,positive
3316,The lava cake dessert was incredible and I recommend it.,lava cake dessert,positive
580,"We concluded with tiramisu chocolate cake, both were delicious.",tiramisu chocolate cake,positive
307,This restaurant is a wonderful place to go many times and it is reasonably priced.,priced,positive
2840,"Terrible, terrible management - deserves to be shut-down.",management,negative
2391,Nevertheless the food itself is pretty good.,food,positive
2605,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,goat cheese,positive
2605,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,panchetta,positive
2605,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,raddichio,negative
1904,"I didn't complain, I liked the atmosphere so much.",atmosphere,positive
401,"The service, however, was a bright flower in a garden.",service,positive
3516,The prices are about $9 for an entree for dinner and even less for lunch.,prices,positive
3516,The prices are about $9 for an entree for dinner and even less for lunch.,entree,positive
3516,The prices are about $9 for an entree for dinner and even less for lunch.,dinner,neutral
3516,The prices are about $9 for an entree for dinner and even less for lunch.,lunch,positive
1490,Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.,fresh mozzerella slices,positive
1490,Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.,Plain Cheese slice,positive
1487,The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,garlic,positive
1487,The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,fresh tomatoes,positive
1487,The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,sauce on the pizza,positive
464,"The ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.",ambiance,positive
464,"The ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.",food,negative
464,"The ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.",dishes,positive
464,"The ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.",eggplant parmesan,positive
464,"The ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.",veal in carozza chicken saltimbocca,positive
790,The food was so-so.,food,neutral
1304,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",food,neutral
1304,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",service,neutral
1304,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",tip,negative
2169,I grew up on these bagels.,bagels,positive
2737,"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",service,positive
2737,"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",decor,positive
2737,"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",food,positive
2737,"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",portions,positive
1028,What generous portions!,portions,positive
3,"The staff isn't the friendliest or most competent, and I am stickler for service, but everything else about this place makes up for it.",staff,negative
3,"The staff isn't the friendliest or most competent, and I am stickler for service, but everything else about this place makes up for it.",service,negative
474,"Save your money and don't waste your calories, go to Margharita's on Washington Street instead, they have amazing food and the BEST service.",food,positive
474,"Save your money and don't waste your calories, go to Margharita's on Washington Street instead, they have amazing food and the BEST service.",service,positive
1428,I went there for lunch and it was not as good as I expected from the reviews I read.,lunch,neutral
1370,I'm still mad that i had to pay for lousy food.,food,negative
2006,"The service was attentive, yet discreet.",service,positive
1840,The location is perfect.,location,positive
2696,"We all had the tasting menu and unlike some of the other reviews, I felt there was more than enough food.",menu,positive
2696,"We all had the tasting menu and unlike some of the other reviews, I felt there was more than enough food.",food,positive
3073,"Food was very good, but not what I would consider out of this world.",Food,positive
2449,The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.,Waitstaff,positive
2449,The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.,swordfish,positive
2449,The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.,meal,positive
2280,"The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese.",round tables,positive
2280,"The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese.",Taiwanese,positive
2412,"Spice is sleek, modern and cool with a menu that will not hurt your wallet.",menu,positive
1845,"However, service was as plain as sesame crusted Salmon I had.",service,neutral
1845,"However, service was as plain as sesame crusted Salmon I had.",sesame crusted Salmon,neutral
1065,Nothing fancy but really good food with pretty reasonable price.,food,positive
1065,Nothing fancy but really good food with pretty reasonable price.,price,positive
3004,"Admittedly, this is not the place for gigantic pieces of fish overflowing the plate (and thank goodness, in my opinion) but for simple, elegant sushi there is no better place in New York or anywhere in the US.",sushi,positive
3004,"Admittedly, this is not the place for gigantic pieces of fish overflowing the plate (and thank goodness, in my opinion) but for simple, elegant sushi there is no better place in New York or anywhere in the US.",fish,neutral
865,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,crabmeat lasagna,positive
865,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,chocolate bread pudding,positive
865,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,dessert,positive
528,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,outdoor seating,positive
2294,The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,cold appetizer dishes,positive
738,"From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.",service,negative
738,"From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.",food,negative
738,"From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.",managers,negative
1346,"Overall, the ingredients and technique are there and I am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves.",ingredients,positive
1346,"Overall, the ingredients and technique are there and I am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves.",technique,positive
1346,"Overall, the ingredients and technique are there and I am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves.",lunch,neutral
1346,"Overall, the ingredients and technique are there and I am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves.",dinner,neutral
3043,We usually just get some of the dinner specials and they are very reasonably priced and very tasty.,dinner specials,positive
3043,We usually just get some of the dinner specials and they are very reasonably priced and very tasty.,priced,positive
3116,"The waitstaff were attentive, polite and helpful - an impressive feat in such close quarters.",waitstaff,positive
1060,Spreads and toppings are great - though a bit pricey.,Spreads,positive
1060,Spreads and toppings are great - though a bit pricey.,toppings,positive
3249,"Unfortunately, the food is outstanding, but everything else about this restaurant is the pits.",food,positive
1641,"Seriously, this is the best all you can eat in town- As everyone says, the Spicy Tuna hand rolls are the best- have 4 of these, and you've broken even.",Spicy Tuna hand rolls,positive
1659,I have never before eaten 40 pieces of relatively good nigiri.,nigiri,neutral
232,The place was quiet and delightful.,place,positive
1008,"You order from a menu, so you leave feeling like you missed the full experience.",menu,negative
2209,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",food,negative
2712,I have been about 4 times and have always had a great meal.,meal,positive
1482,"The plain slice is great and if you get toppings, the whole slice is topped with them, not sparsely sprinkled on like some places.",plain slice,positive
1482,"The plain slice is great and if you get toppings, the whole slice is topped with them, not sparsely sprinkled on like some places.",toppings,positive
3413,I cannot imagine a friendlier staff working in a restaurant.,staff,positive
2201,bottles of wine are cheap and good.,bottles of wine,positive
329,"Service was devine, oysters where a sensual as they come, and the price can't be beat!!!",Service,positive
329,"Service was devine, oysters where a sensual as they come, and the price can't be beat!!!",oysters,positive
329,"Service was devine, oysters where a sensual as they come, and the price can't be beat!!!",price,positive
1161,"Great bar, most gorgeous bartenders you've ever seen (specifically the blond lady).",bar,positive
1161,"Great bar, most gorgeous bartenders you've ever seen (specifically the blond lady).",bartenders,positive
1870,Fast service.,service,positive
2191,Faan's got a great concept but a little rough on the delivery.,delivery,negative
1293,"Their calzones are horrific, bad, vomit-inducing, YUCK.",calzones,negative
1433,It is run by the same Sichuan chef who started the chain in Chinatown.,Sichuan chef,neutral
1705,"While certain staples are excellent (the burger, some of the pastas), the food is not really the point.",burger,positive
1705,"While certain staples are excellent (the burger, some of the pastas), the food is not really the point.",pastas,positive
1705,"While certain staples are excellent (the burger, some of the pastas), the food is not really the point.",food,neutral
1705,"While certain staples are excellent (the burger, some of the pastas), the food is not really the point.",staples,positive
2256,There's something smooth about sipping sake upper east side style.,sake,positive
2932,"First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.",waiter,negative
2932,"First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.",specials,positive
2932,"First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.",served,negative
2080,We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,Manager,positive
3040,"Try ordering from the regular menu, then you would not regret!",menu,positive
3508,"Great wine list, reasonably priced.--Sara",wine list,positive
3508,"Great wine list, reasonably priced.--Sara",priced,positive
648,I just wonder how you can have such a delicious meal for such little money.,meal,positive
648,I just wonder how you can have such a delicious meal for such little money.,money,positive
2753,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",fish,negative
2753,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",staff,negative
2753,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",sushi chef,negative
342,"The fish was adequate, but inexpertly sliced.",fish,conflict
94,"Excellent atmosphere, delicious dishes good and friendly service.",atmosphere,positive
94,"Excellent atmosphere, delicious dishes good and friendly service.",dishes,positive
94,"Excellent atmosphere, delicious dishes good and friendly service.",service,positive
3650,"When he finally did, he was unable to make a gin and tonic -- couldn't find tonic.",gin and tonic,neutral
3650,"When he finally did, he was unable to make a gin and tonic -- couldn't find tonic.",tonic,neutral
2278,The menu choices are similar but the taste lacked more flavor than it looked.,taste,negative
2278,The menu choices are similar but the taste lacked more flavor than it looked.,menu choices,neutral
2278,The menu choices are similar but the taste lacked more flavor than it looked.,flavor,negative
722,"I like the ambience, it's very dark and original.",ambience,positive
3535,"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.",decor,positive
3535,"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.",prices,positive
3535,"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.",food's presentation,positive
2621,"No refills on fountain drinks, though.",fountain drinks,negative
3265,"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",portions,negative
3265,"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",appetizers,negative
3265,"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",appetizer,negative
3265,"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",main entree,neutral
3265,"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",cold udon,neutral
3265,"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",chef,positive
3265,"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",menu,positive
3265,"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",dish,negative
3265,"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",portions,negative
953,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",food,negative
953,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",wait-staff,negative
953,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",service,negative
953,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",management,negative
953,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",diner,negative
3553,"we did notice however, that some tables had what looked like pita instead of naan.",pita,negative
3553,"we did notice however, that some tables had what looked like pita instead of naan.",naan,negative
3539,"Similar to other Indian restaurants, they use the dinner special to attract customers at the door.",dinner special,neutral
3230,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",seafood,positive
3230,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",wine list,positive
3230,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",menu,positive
2090,"I got the $10 10-piece dim sum combo, every bite of which was great.",dim sum combo,positive
2271,"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!",food,positive
2271,"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!",wait building,negative
2432,The main downside to the place is the nazi-like guy running it who constantly complains about the noise level.,noise level,negative
2432,The main downside to the place is the nazi-like guy running it who constantly complains about the noise level.,guy,negative
1711,Diner food at bistro prices is a bummer....,food,negative
1711,Diner food at bistro prices is a bummer....,prices,negative
2053,Overall A oh ya even though there is waiting it is deff worth it,waiting,negative
2925,The menu is very limited - i think we counted 4 or 5 entrees.,menu,negative
2925,The menu is very limited - i think we counted 4 or 5 entrees.,entrees,negative
3414,I cannot imagine better Indian food in all of the city.,Indian food,positive
809,would have rather tried terrace in the sky or water club for that price,price,negative
1509,"still stay away, the table next to us walked out after my table and aanother were serves eventhough they were there much longer...",serves,negative
39,When we were finally seated our waitress came by twice-1 for our order and 2-for our check.,waitress,negative
39,When we were finally seated our waitress came by twice-1 for our order and 2-for our check.,check,neutral
3229,I think I've had some the best meals of my life at minnow.,meals,positive
2739,I'm partial to the Gnocchi.,Gnocchi,positive
2555,"Service is friendly, prices are good - delivery time was a little slow, but for the way this pizza tastes, I'm willing to overlook it.",Service,positive
2555,"Service is friendly, prices are good - delivery time was a little slow, but for the way this pizza tastes, I'm willing to overlook it.",prices,positive
2555,"Service is friendly, prices are good - delivery time was a little slow, but for the way this pizza tastes, I'm willing to overlook it.",delivery time,negative
2555,"Service is friendly, prices are good - delivery time was a little slow, but for the way this pizza tastes, I'm willing to overlook it.",pizza,positive
2156,The bagels are also reasonably priced for NYC.,bagels,positive
2156,The bagels are also reasonably priced for NYC.,priced,positive
911,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",Food,positive
911,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",pork belly,negative
911,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",fat,negative
2210,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",food,negative
2210,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",flavor,negative
2210,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",dish,negative
2210,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",spice,negative
2126,Very good service and very good prices.,service,positive
2126,Very good service and very good prices.,prices,positive
1420,"Note that they do not serve beer, you must bring your own.",beer,negative
2580,"If it isn't for the food (A+++), it must be the service or the ambience.",food,positive
2580,"If it isn't for the food (A+++), it must be the service or the ambience.",service,positive
2580,"If it isn't for the food (A+++), it must be the service or the ambience.",ambience,positive
3137,"Also, if you don't want to sit at a certain table, you don't have to!",table,positive
845,The dining room is quietly elegant with no music to shout over -- how refreshing!,dining room,positive
845,The dining room is quietly elegant with no music to shout over -- how refreshing!,music,positive
3438,The service is good and ambience is good for a date or group outing.,service,positive
3438,The service is good and ambience is good for a date or group outing.,ambience,positive
2007,The flavors robust and subtle.,flavors,positive
257,The scallion pancakes and fried dumplings were nothing out of the ordinary.,scallion pancakes,neutral
257,The scallion pancakes and fried dumplings were nothing out of the ordinary.,fried dumplings,neutral
796,"The food was just OK, at least for what food was available.",food,neutral
796,"The food was just OK, at least for what food was available.",food,negative
2083,The dim sum here is only so-so.,dim sum,neutral
482,A wonderful place!,place,positive
315,"I didn't take a look at the rest menu, but the oysters were fantastic.",menu,neutral
315,"I didn't take a look at the rest menu, but the oysters were fantastic.",oysters,positive
897,My wife and I went to Orsay for Valentine's dinner.,dinner,neutral
3275,"Again, the waitress was awesome.",waitress,positive
1729,Pizza here is consistently good.,Pizza,positive
1947,"The staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!",staff,positive
1947,"The staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!",ambiance,positive
1947,"The staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!",food,positive
38,"The man that was hosting promised to save a table for our party of 7, then sat a party of 2 at the very table he was saving (mean while there were boths open all around).",man,negative
38,"The man that was hosting promised to save a table for our party of 7, then sat a party of 2 at the very table he was saving (mean while there were boths open all around).",table,neutral
38,"The man that was hosting promised to save a table for our party of 7, then sat a party of 2 at the very table he was saving (mean while there were boths open all around).",table,negative
3468,So all I'm trying to say is this restaurant is by far the best thai food restaurant I've ever been to.,thai food,positive
3511,"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",manager,negative
3511,"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",table,neutral
689,"Saul is pretty good, but definitely not great.",Saul,neutral
3694,black white shakes came out good also.,black white shakes,positive
563,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,diner,neutral
563,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,wait staff,negative
563,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,table,negative
1170,I go back in line like three times on average until I can't walk anymore.,line,negative
1325,"I took my girlfriend there for her birthday last night and we had a relaxing, really good meal.",meal,positive
2835,This place would be so much better served by being run by a group that actually understands customer service.,service,negative
2835,This place would be so much better served by being run by a group that actually understands customer service.,served,negative
119,Check out the secret back room.,secret back room,positive
2290,Best Taiwanese food in NY!,Taiwanese food,positive
1989,"The second you walk through the heavy vault like door, with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime.",door,neutral
520,Did I mention the wine?,wine,neutral
2897,"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.",food,negative
2897,"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.",ambiance,positive
2897,"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.",decor,positive
846,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",service,positive
846,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",staff,positive
846,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",menu,neutral
846,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",meal,neutral
328,"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!",place,positive
328,"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!",oyster,neutral
328,"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!",Fish,neutral
3335,"the food was undercooked-the sauce watery, and the vegetables raw.",food,negative
3335,"the food was undercooked-the sauce watery, and the vegetables raw.",vegetables,negative
3335,"the food was undercooked-the sauce watery, and the vegetables raw.",sauce,negative
264,The exotic food is beautifully presented and is a delight in delicious combinations.,exotic food,positive
3107,"I would never wait for a table to eat, it just is not THAT great.",table,neutral
714,Very affordable and excellent ambient!,ambient,positive
1676,"You are paying for the atmosphere, which is nice, but can be had in numerous places in Bay Ridge.",atmosphere,conflict
1766,Food is excellent.,Food,positive
1384,Incredible food at a very agreable price brings me back just about every other day to this authentic Thai restaurant.,food,positive
1384,Incredible food at a very agreable price brings me back just about every other day to this authentic Thai restaurant.,price,positive
2243,"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.",location,positive
2243,"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.",prices,positive
1971,The sides were ok and incredibly salty.,sides,negative
649,"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time",place,positive
649,"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time",Meal,positive
649,"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time",LOBSTER TAILS,positive
972,"Have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners.",waiters,positive
972,"Have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners.",diners,neutral
265,It is also extremely well priced.,priced,positive
2318,For dinner I had the chicken tikka-masala and some garlic naan.,chicken tikka-masala,neutral
2318,For dinner I had the chicken tikka-masala and some garlic naan.,garlic naan,neutral
2318,For dinner I had the chicken tikka-masala and some garlic naan.,dinner,neutral
1316,"The food is o.k., but not any better than what you get at a good neighborhood restaurant.",food,neutral
2414,"The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places.",Pad thai,conflict
2414,"The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places.",lad nar,conflict
2414,"The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places.",dishes,conflict
2414,"The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places.",places,negative
2414,"The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places.",thai food,neutral
2698,We were also seated promptly at the time of our reservation and the service was very quick and professional.,service,positive
2698,We were also seated promptly at the time of our reservation and the service was very quick and professional.,reservation,positive
2498,Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,meal,positive
2498,Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,price,positive
973,"Ambiance and music funky, which I enjoy.",Ambiance,positive
973,"Ambiance and music funky, which I enjoy.",music,positive
503,"Service was excellent, and the AC worked very well too (thank God, it was hot!).",Service,positive
503,"Service was excellent, and the AC worked very well too (thank God, it was hot!).",AC,positive
471,"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",chicken parm,conflict
471,"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",chicken with portobello mushrooms,negative
471,"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",chicken,negative
471,"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",tomato sauce,negative
